title; url; id; phases_id
Welcome to 4th Face Anti-spoofing Challenge@CVPR2023; https://codalab.lisn.upsaclay.fr/competitions/10080; 10080; 16274,16275
PBVS 2023 Multi-modal Aerial View Object Classification Challenge - Track 2 (SAR+EO); https://codalab.lisn.upsaclay.fr/competitions/9967; 9967; 16082,16083
PBVS 2023 Multi-modal Aerial View Object Classification Challenge - Track 1 (SAR); https://codalab.lisn.upsaclay.fr/competitions/9966; 9966; 16080,16081
PBVS 2023 Multi-modal Aerial View Imagery Challenges - Translation; https://codalab.lisn.upsaclay.fr/competitions/9968; 9968; 16084,16085
The 1st DataCV Challenge in conjunction with the CVPR 2023; https://codalab.lisn.upsaclay.fr/competitions/10221; 10221; 16465
CS165B Assignment 3 Competition - Decision Tree; https://codalab.lisn.upsaclay.fr/competitions/10564; 10564; 17048
ICDAR 2023 Competition on Recognition of Multi-line Handwritten Mathematical Expressions; https://codalab.lisn.upsaclay.fr/competitions/9697; 9697; 15689,15690
Dialog 2023 VQA competition (RECEIPT-AVQA-2023); https://codalab.lisn.upsaclay.fr/competitions/11087; 11087; 17994,17995
The 3rd Anti-UAV Workshop & Challenge; https://codalab.lisn.upsaclay.fr/competitions/10176; 10176; 16374
The 3rd Anti-UAV Workshop & Challenge; https://codalab.lisn.upsaclay.fr/competitions/10177; 10177; 16375
2nd Monocular Depth Estimation Challenge @ CVPR23; https://codalab.lisn.upsaclay.fr/competitions/10031; 10031; 16231,16232
Sketch-Based 3D Animal Fine-Grained Retrieval (SketchANIMAR); https://codalab.lisn.upsaclay.fr/competitions/11073; 11073; 17974,17975
Text-Based 3D Animal Fine-Grained Retrieval (TextANIMAR); https://codalab.lisn.upsaclay.fr/competitions/11093; 11093; 18002,18003
UPF Object Tracking Mini-Challenge; https://codalab.lisn.upsaclay.fr/competitions/11141; 11141; 18112
The ADAPT sim2real Object Detection Challenge 2022; https://codalab.lisn.upsaclay.fr/competitions/8594; 8594; 13903,13904
The ADAPT sim2real Object Pose Estimation Challenge 2022; https://codalab.lisn.upsaclay.fr/competitions/8417; 8417; 13661,13664
NTIRE 2023 Stereo Image Super-Resolution Challenge  - Track 2 Perceptual & Bicubic; https://codalab.lisn.upsaclay.fr/competitions/10048; 10048; 16259,16260
NTIRE 2023 - HR Depth from Images of Specular and Transparent Surfaces - Track 2 - Mono; https://codalab.lisn.upsaclay.fr/competitions/10502; 10502; 16863,16864
NTIRE 2023 Stereo Image Super-Resolution Challenge  - Track 1 Fidelity & Bicubic; https://codalab.lisn.upsaclay.fr/competitions/10047; 10047; 16257,16258
NTIRE 2023: Light Field Image Super-Resolution Challenge; https://codalab.lisn.upsaclay.fr/competitions/9201; 9201; 15075,15076
NTIRE 2023 Stereo Image Super-Resolution Challenge  - Track 3 Fidelity & Realistic; https://codalab.lisn.upsaclay.fr/competitions/10049; 10049; 16261,16262
NTIRE 2023 - HR Depth from Images of Specular and Transparent Surfaces - Track 1 - Stereo; https://codalab.lisn.upsaclay.fr/competitions/10494; 10494; 16839,16840
NTIRE 2023 HR NonHomogeneous Dehazing Challenge; https://codalab.lisn.upsaclay.fr/competitions/10216; 10216; 16458,16460
NTIRE 2023 Real-Time Super-Resolution - Track 2 (X3); https://codalab.lisn.upsaclay.fr/competitions/10228; 10228; 16480,16481
NTIRE 2023 Image Super-Resolution (x4); https://codalab.lisn.upsaclay.fr/competitions/10251; 10251; 16524,16525
NTIRE 2023 Image Shadow Removal Challenge; https://codalab.lisn.upsaclay.fr/competitions/10253; 10253; 16528,16529
NTIRE 2023 Quality Assessment of Video Enhancement Challenge; https://codalab.lisn.upsaclay.fr/competitions/10252; 10252; 16526,16527
NTIRE 2023 Real-Time Super-Resolution - Track 1 (X2); https://codalab.lisn.upsaclay.fr/competitions/10227; 10227; 16478,16479
NTIRE 2023 Image Denoising Challenge (noise level=50); https://codalab.lisn.upsaclay.fr/competitions/10255; 10255; 16532,16533
NTIRE 2023 Efficient Super-Resolution Challenge; https://codalab.lisn.upsaclay.fr/competitions/10256; 10256; 16534,16535
NTIRE 2023 Bokeh Effect Transformation; https://codalab.lisn.upsaclay.fr/competitions/10229; 10229; 16482,16483
NTIRE 2023: 360° Omnidirectional Super Resolution - Track 1 Image; https://codalab.lisn.upsaclay.fr/competitions/10319; 10319; 16581,16582
FLAIR #1: Semantic segmentation and domain adaptation; https://codalab.lisn.upsaclay.fr/competitions/8769; 8769; 14192
NTIRE 2023: 360° Omnidirectional Super Resolution - Track 2 Video; https://codalab.lisn.upsaclay.fr/competitions/10371; 10371; 16671,16672
UCSB CS165B Winter23 HW4; https://codalab.lisn.upsaclay.fr/competitions/11235; 11235; 18238
Few-shot classification challenge; https://codalab.lisn.upsaclay.fr/competitions/11318; 11318; 18388
4th Face Anti-spoofing Workshop and Challenge@CVPR2023, Wild Track; https://codalab.lisn.upsaclay.fr/competitions/10670; 10670; 17304,17305
SMM4H'22 Task 2. Classification of stance and premise in tweets about health mandates (COVID-19); https://codalab.lisn.upsaclay.fr/competitions/5067; 5067; 7699,7702,7704,7706,7708,7709
ICDAR2023 Competition on Detection and Recognition of Greek Letters on Papyri; https://codalab.lisn.upsaclay.fr/competitions/11675; 11675; 18874,18875
The 4th International Competition on Human Identification at a Distance 2023 (HID2023); https://codalab.lisn.upsaclay.fr/competitions/10568; 10568; 17049,17050
DeepFake Game Competition on Visual Realism Assessment (DFGC-VRA) @ IJCB 2023; https://codalab.lisn.upsaclay.fr/competitions/10754; 10754; 17460
The Autocast Competition - Forecasting the Future with AI; https://codalab.lisn.upsaclay.fr/competitions/7417; 7417; 12057
ICDAR2023 Competition on Detection and Recognition of Greek Letters on Papyri; https://codalab.lisn.upsaclay.fr/competitions/12419; 12419; 19842,19843
To Be, or Not To Be? 2023; https://codalab.lisn.upsaclay.fr/competitions/11456; 11456; 18570
BioLaySumm 2023 Task 1 - Lay Summarization of Biomedical Articles (new); https://codalab.lisn.upsaclay.fr/competitions/12125; 12125; 19451,19452
Intelligent Control (ECE5759) - Cat Classifier Challenge; https://codalab.lisn.upsaclay.fr/competitions/11961; 11961; 19216,19217
HOMO-MEX: Hate speech detection towards the Mexican Spanish speaking LGBT+ population; https://codalab.lisn.upsaclay.fr/competitions/10019; 10019; 16178,16177
MAFAT Satellite Vision Challenge; https://codalab.lisn.upsaclay.fr/competitions/9603; 9603; 15583,15584
TAYSIR - Track 2 (Density estimation); https://codalab.lisn.upsaclay.fr/competitions/11683; 11683; 18880,18881,18882,18883,18884,18885,18886,18887,18888,18889
TAYSIR - Track 1 (Binary Classification); https://codalab.lisn.upsaclay.fr/competitions/11249; 11249; 18262,18264,18265,18268,18270,18271,18272,18275,18277,18278,18279
Causal medical claim identification and related PIO frame extraction from social media; https://codalab.lisn.upsaclay.fr/competitions/6948; 6948; 10427,10428
6th UG2+ challenge (CVPR 2023) Track 2.1 - Text Recognition through Atmospheric Turbulence.; https://codalab.lisn.upsaclay.fr/competitions/9798; 9798; 15831,15832
GT-RAIN Challenge: Single Image Deraining for Real World Images (CVPR'23 UG²+ Track 3); https://codalab.lisn.upsaclay.fr/competitions/7988; 7988; 13042,13043,13044
6th UG2+ challenge (CVPR 2023) Track 1.1 - Object Detection in the Hazy Condition; https://codalab.lisn.upsaclay.fr/competitions/9802; 9802; 15839,15840
6th UG2+ challenge (CVPR 2023) Track 2.2 - Coded Target Restoration through Atmospheric Turbulence.; https://codalab.lisn.upsaclay.fr/competitions/9838; 9838; 15871,15872
New frontiers for zero-shot Image Captioning Evaluation; https://codalab.lisn.upsaclay.fr/competitions/10248; 10248; 16518,16519
ChemsRUs 2023; https://codalab.lisn.upsaclay.fr/competitions/11454; 11454; 18568
CC6205 Assignment 1 - Spanish Hate Speech and Incivility Classification - Fall 2023; https://codalab.lisn.upsaclay.fr/competitions/11942; 11942; 19186
BEA 2023 Shared Task on Generating AI Teacher Responses in Educational Dialogues; https://codalab.lisn.upsaclay.fr/competitions/11705; 11705; 18917,18918
ADD 2023 - Audio fake game (FG); https://codalab.lisn.upsaclay.fr/competitions/11359; 11359; 18461,18462,18463,18464
ADD 2023 - Deepfake algorithm recognition (AR); https://codalab.lisn.upsaclay.fr/competitions/11362; 11362; 18468,18469
ADD 2023 - Manipulation region location (RL); https://codalab.lisn.upsaclay.fr/competitions/11361; 11361; 18466,18467
TESTLINK; https://codalab.lisn.upsaclay.fr/competitions/12622; 12622; 20181,20183,20182
Object detection under uncontrolled acquisition environment and scene context constraints; https://codalab.lisn.upsaclay.fr/competitions/9981; 9981; 16112,16113
SatVideoDT 2022 Challenge on Moving Object Detection and Tracking in Satellite Videos Track 1.; https://codalab.lisn.upsaclay.fr/competitions/2802; 2802; 4573,4574
SatVideoDT 2022 Challenge on Moving Object Detection and Tracking in Satellite Videos Track 2.; https://codalab.lisn.upsaclay.fr/competitions/3079; 3079; 4861,4862
SatVideoDT 2022 Challenge on Moving Object Detection and Tracking in Satellite Videos Track 3.; https://codalab.lisn.upsaclay.fr/competitions/3081; 3081; 4864,4865
Intelligent Control (ECE5759) - Homework - ChatGPT Cat Classifier; https://codalab.lisn.upsaclay.fr/competitions/12938; 12938; 20757
CLEF2023 CheckThat! Lab - Task 4; https://codalab.lisn.upsaclay.fr/competitions/12937; 12937; 20756
CLEF2023 CheckThat! Lab - Task 3; https://codalab.lisn.upsaclay.fr/competitions/12911; 12911; 20704,20705
CLEF2023 CheckThat! Lab - Task 1; https://codalab.lisn.upsaclay.fr/competitions/12936; 12936; 20752,20755,20754,20753,20751
CLEF2023 CheckThat! Lab - Task 2; https://codalab.lisn.upsaclay.fr/competitions/13046; 13046; 20925,20927,20928,20926,20924,20923,20922
Empowering the Fact-checkers! Automatic Identification of Claim Spans on Twitter; https://codalab.lisn.upsaclay.fr/competitions/13099; 13099; 21014
Hero, villain and Victim: Dissecting harmful memes for Semantic role labelling of entities; https://codalab.lisn.upsaclay.fr/competitions/9837; 9837; 15870
ClinAIS - IberLEF 2023: Automatic Identification of Sections in Spanish Clinical Documents; https://codalab.lisn.upsaclay.fr/competitions/10751; 10751; 17453,17454,17455
The 1st MiGA-IJCAI Challenge Track 1: Micro-gesture Classification; https://codalab.lisn.upsaclay.fr/competitions/11758; 11758; 18990,18991
The 1st MiGA-IJCAI Challenge Track 2: Micro-gesture Online Recognition; https://codalab.lisn.upsaclay.fr/competitions/11782; 11782; 19030,19031
BEHAVE challenges: 3D human reconstruction from single RGB image; https://codalab.lisn.upsaclay.fr/competitions/9280; 9280; 15174
BEHAVE challenge: joint 3D human and object reconstruction from single RGB image; https://codalab.lisn.upsaclay.fr/competitions/9337; 9337; 15246
BEHAVE challenges: 6DoF object pose estimation from single RGB image; https://codalab.lisn.upsaclay.fr/competitions/9336; 9336; 15245
4th CLVision Challenge (2023); https://codalab.lisn.upsaclay.fr/competitions/11559; 11559; 18724,18725
DISPLACE 2023; https://codalab.lisn.upsaclay.fr/competitions/10588; 10588; 17120,17121,17122,17123,17124,17125
DAVINCIS@IberLEF 2023; https://codalab.lisn.upsaclay.fr/competitions/11312; 11312; 18380,18381,18382,18383
2nd ACRE Cascade Competition; https://codalab.lisn.upsaclay.fr/competitions/11237; 11237; 18242,18243
PVUW2023 VSS Track; https://codalab.lisn.upsaclay.fr/competitions/7869; 7869; 12884,12885
PVUW2023 VPS Track; https://codalab.lisn.upsaclay.fr/competitions/9743; 9743; 15732,15733
ICRA 2023 | The RoboDepth Competition (Track 1); https://codalab.lisn.upsaclay.fr/competitions/9418; 9418; 15313
ICRA 2023 | The RoboDepth Competition (Track 2); https://codalab.lisn.upsaclay.fr/competitions/9821; 9821; 15852
OmniLabel 2023 Challenge - Track C; https://codalab.lisn.upsaclay.fr/competitions/11871; 11871; 19119,19120
OmniLabel 2023 Challenge - Track A; https://codalab.lisn.upsaclay.fr/competitions/11868; 11868; 19113,19114
OmniLabel 2023 Challenge - Track B; https://codalab.lisn.upsaclay.fr/competitions/11870; 11870; 19117,19118
DynamicEarthNet:Daily Multi-Spectral Satellite Dataset for Semantic Change Segmentation; https://codalab.lisn.upsaclay.fr/competitions/2882; 2882; 4647,4648
DynamicEarthNet - Binary Change Detection; https://codalab.lisn.upsaclay.fr/competitions/8249; 8249; 13406,13407
EPIC-KITCHENS-100 Multi-Instance Retrieval Challenge; https://codalab.lisn.upsaclay.fr/competitions/617; 617; 890
Woodscape Fisheye Motion Segmentation Challenge | CVPR 2023 OmniCV Workshop; https://codalab.lisn.upsaclay.fr/competitions/12131; 12131; 19458,19459
Third International Scan-to-BIM Competition - 3D Building Model Reconstruction Task; https://codalab.lisn.upsaclay.fr/competitions/12405; 12405; 19837
Third International Scan-to-BIM Competition - 2D Floorplan Reconstruction Task; https://codalab.lisn.upsaclay.fr/competitions/12386; 12386; 19797
LOVEU@CVPR'23 Track 2: Generic Event Boundary Captioning; https://codalab.lisn.upsaclay.fr/competitions/4157; 4157; 6451,6452
LOVEU@CVPR'23 Track 1: Generic Event Boundary Detection; https://codalab.lisn.upsaclay.fr/competitions/4145; 4145; 6434,6438
3D Reconstruction from Road Marker Feature Points Challenge; https://codalab.lisn.upsaclay.fr/competitions/13369; 13369; 21466
MYOSAIQ; https://codalab.lisn.upsaclay.fr/competitions/13631; 13631; 21975,21976
LOVEU@CVPR'23 Guest Track: Cross-Modal Video Retrieval with Reading Comprehension; https://codalab.lisn.upsaclay.fr/competitions/13317; 13317; 21366
LOVEU@CVPR'23 Track 3: Affordance-Centric Question-driven Task Completion (AQTC); https://codalab.lisn.upsaclay.fr/competitions/4642; 4642; 7132
To be, or not to be?; https://codalab.lisn.upsaclay.fr/competitions/12130; 12130; 19457
MEDDOPLACE Shared Task; https://codalab.lisn.upsaclay.fr/competitions/13017; 13017; 20848,20854,20849,20843,20850,20846,20845,20844,20851,20853,20852,20847
M2MeT 2.0 Challenge(Test 2023 set, Open Trainging Condition); https://codalab.lisn.upsaclay.fr/competitions/14021; 14021; 22457
M2MeT 2.0 Challenge(Test 2023 set, Fixed Training Condition); https://codalab.lisn.upsaclay.fr/competitions/14020; 14020; 22456
CRAC 2023 Shared Task on Multilingual Coreference Resolution; https://codalab.lisn.upsaclay.fr/competitions/11800; 11800; 19068,19069
KDF@SIGIR2023 Shared Task; https://codalab.lisn.upsaclay.fr/competitions/11770; 11770; 19010,19013
ACMMM23 Multimedia Drone Satellite Matching Challenge; https://codalab.lisn.upsaclay.fr/competitions/12672; 12672; 20267
MER-MULTI; https://codalab.lisn.upsaclay.fr/competitions/14164; 14164; 22677
MER-NOISE; https://codalab.lisn.upsaclay.fr/competitions/14165; 14165; 22678
MER-SEMI; https://codalab.lisn.upsaclay.fr/competitions/14166; 14166; 22679
Causal News Corpus - Event Causality Shared Task 2023; https://codalab.lisn.upsaclay.fr/competitions/11784; 11784; 19035,19036,19037,19038
Multimodal Hate Speech Event Detection Shared Task CASE@RANLP2023; https://codalab.lisn.upsaclay.fr/competitions/13087; 13087; 20994,20995,20996,20997
The 5LSM0 competition; https://codalab.lisn.upsaclay.fr/competitions/11173; 11173; 18172,18173,18174
Соревнование №2 ШИФТ-Интенсив Лето 2023; https://codalab.lisn.upsaclay.fr/competitions/14441; 14441; 23110
ACMMMM MEGC2023 - 6th Micro-Expression Grand Challenge; https://codalab.lisn.upsaclay.fr/competitions/14254; 14254; 22837
CXR-LT: Multi-Label Long-Tailed Classification on Chest X-Rays; https://codalab.lisn.upsaclay.fr/competitions/12599; 12599; 20153,20154
MedNLP-SC-SM-JA; https://codalab.lisn.upsaclay.fr/competitions/14531; 14531; 23247,23248
MedNLP-SC-SM-FR; https://codalab.lisn.upsaclay.fr/competitions/14532; 14532; 23249,23250
MedNLP-SC-SM-EN; https://codalab.lisn.upsaclay.fr/competitions/14535; 14535; 23255,23256
MedNLP-SC-SM-DE; https://codalab.lisn.upsaclay.fr/competitions/14559; 14559; 23346,23347
To NeRF or not to NeRF: A View Synthesis Challenge for Human Heads @ ICCV 2023; https://codalab.lisn.upsaclay.fr/competitions/13273; 13273; 21318,21319
MER-MULTI; https://codalab.lisn.upsaclay.fr/competitions/14464; 14464; 23164
MER-NOISE; https://codalab.lisn.upsaclay.fr/competitions/14465; 14465; 23165
MER-SEMI; https://codalab.lisn.upsaclay.fr/competitions/14466; 14466; 23166
PragTag-2023; https://codalab.lisn.upsaclay.fr/competitions/13334; 13334; 21410,21413,21416,21417,21419
CGI-HRDC 2023 - Hypertensive Retinopathy Diagnosis Challenge; https://codalab.lisn.upsaclay.fr/competitions/11877; 11877; 19132,19133,19134,19135
[L2RPN 2022] Energies of the Future and Carbon Neutrality; https://codalab.lisn.upsaclay.fr/competitions/5410; 5410; 8205,8206,8207,8208
Learn to Watch TV Multimodal Dialogue Understanding and Response Prediction; https://codalab.lisn.upsaclay.fr/competitions/13435; 13435; 21582,21583,21584,21581
CGI-AIAA 2023: Artistic Image Aesthetics Assessment Challenge; https://codalab.lisn.upsaclay.fr/competitions/12790; 12790; 20550
MERLIon CCS Task 1 (Language Identification) Closed Track; https://codalab.lisn.upsaclay.fr/competitions/10876; 10876; 17640
MERLIon CCS Task 1 (Language Identification) Open Track; https://codalab.lisn.upsaclay.fr/competitions/10877; 10877; 17641
The 5th Large-scale Video Object Segmentation Challenge - Track 1: Video Object Segmentation; https://codalab.lisn.upsaclay.fr/competitions/13524; 13524; 21744,21745
The 5th Large-scale Video Object Segmentation - Track 3: Referring Video Object Segmentation; https://codalab.lisn.upsaclay.fr/competitions/13520; 13520; 21736,21737
The 5th Large-scale Video Object Segmentation Challenge - Track 2: Video Instance Segmentation; https://codalab.lisn.upsaclay.fr/competitions/13440; 13440; 21595,21597
MICCAI MMAC 2023 - Myopic Maculopathy Analysis Challenge - Task 3; https://codalab.lisn.upsaclay.fr/competitions/12477; 12477; 19964,19965,19966
MICCAI MMAC 2023 - Myopic Maculopathy Analysis Challenge - Task 2; https://codalab.lisn.upsaclay.fr/competitions/12476; 12476; 19961,19962,19963
MICCAI MMAC 2023 - Myopic Maculopathy Analysis Challenge - Task 1; https://codalab.lisn.upsaclay.fr/competitions/12441; 12441; 19900,19901,19902
Qur'an QA 2023 - Task B (Reading Comprehension); https://codalab.lisn.upsaclay.fr/competitions/14267; 14267; 22862,22863
iPWS Cup 2023; https://codalab.lisn.upsaclay.fr/competitions/13907; 13907; 22336,22337,22338,22339,22340,22341,22342
The Legacy of Spatial Apartheid Machine Learning Challenge; https://codalab.lisn.upsaclay.fr/competitions/14259; 14259; 22847
Assembly101 3D Action Recognition; https://codalab.lisn.upsaclay.fr/competitions/5256; 5256; 7962
CVPPA@ICCV'23: Image Classification of Nutrient Deficiencies in Winter Wheat and Winter Rye; https://codalab.lisn.upsaclay.fr/competitions/13833; 13833; 22249
Homophobia/Transphobia Detection in social media comments:-LT-EDI@RANLP-2023; https://codalab.lisn.upsaclay.fr/competitions/11077; 11077; 18005
Detecting Signs of Depression from Social Media Text - LT-EDI@RANLP 2023; https://codalab.lisn.upsaclay.fr/competitions/11075; 11075; 18012
ECCV 2022 Workshop SSLAD Track 1 - 2D object detection; https://codalab.lisn.upsaclay.fr/competitions/6163; 6163; 9239,9238
ECCV 2022 Workshop SSLAD Track 5 - UNIFIED MODEL FOR MULTI-TASK LEARNING; https://codalab.lisn.upsaclay.fr/competitions/6674; 6674; 9900,9901
L2RPN Delft 2023; https://codalab.lisn.upsaclay.fr/competitions/12420; 12420; 19844,19845,19846,21083
ECCV 2022 Workshop SSLAD Track 2 - 3D Object Detection; https://codalab.lisn.upsaclay.fr/competitions/6673; 6673; 9899,9898
2023 IEEE SPS Video and Image Processing Cup  (VIP Cup) Ophthalmic Biomarker Detection; https://codalab.lisn.upsaclay.fr/competitions/14006; 14006; 22442,22443
ClinSpEn 2022 (subtrack of Biomedical WMT @ EMNLP); https://codalab.lisn.upsaclay.fr/competitions/6696; 6696; 9920,9918,9919
2023 VIPriors Object Detection Challenge; https://codalab.lisn.upsaclay.fr/competitions/13493; 13493; 21695,21696
2023 VIPriors Instance Segmentation Challenge; https://codalab.lisn.upsaclay.fr/competitions/13494; 13494; 21697,21698
BioCreative VIII BioRED Track Subtask 1; https://codalab.lisn.upsaclay.fr/competitions/13377; 13377; 21474
SHARP 2023 - Track 3 @ ICCV 2023; https://codalab.lisn.upsaclay.fr/competitions/13676; 13676; 22048,22049
SHARP 2023 - Track 1 @ ICCV 2023; https://codalab.lisn.upsaclay.fr/competitions/13629; 13629; 21971,21972
FLAIR #2: semantic segmentation from Earth Observation data; https://codalab.lisn.upsaclay.fr/competitions/13447; 13447; 21604
SMM4H 2023 Task 2: Classification of sentiment associated with therapies (aspect-oriented); https://codalab.lisn.upsaclay.fr/competitions/12421; 12421; 19848,19849,19850
EPIC-KITCHENS VISOR Hand Object Segmentation Challenge; https://codalab.lisn.upsaclay.fr/competitions/9969; 9969; 16086
EPIC-KITCHENS-100 Action Recognition; https://codalab.lisn.upsaclay.fr/competitions/776; 776; 1123
EPIC-KITCHENS-100 Action Detection; https://codalab.lisn.upsaclay.fr/competitions/707; 707; 1019
EPIC-SOUNDS Audio-Based Interaction Recognition; https://codalab.lisn.upsaclay.fr/competitions/9729; 9729; 15720
EPIC-KITCHENS-100 Unsupervised Domain Adaptation Challenge for Action Recognition; https://codalab.lisn.upsaclay.fr/competitions/1241; 1241; 1797
EPIC-KITCHENS-100 Action Anticipation; https://codalab.lisn.upsaclay.fr/competitions/702; 702; 1010
ECCV 2022 Workshop SSLAD Track 3 - Corner Case Detection; https://codalab.lisn.upsaclay.fr/competitions/6639; 6639; 9865,9864
Speaker Attribution 2023 Competition; https://codalab.lisn.upsaclay.fr/competitions/10431; 10431; 16757,16758
SV-Ident 2022 Competition; https://codalab.lisn.upsaclay.fr/competitions/6400; 6400; 9476,9477
The Unsupervised DAVIS Challenge on Video Object Segmentation @ CVPR 2020; https://codalab.lisn.upsaclay.fr/competitions/6811; 6811; 10130
The Semi-Supervised DAVIS Challenge on Video Object Segmentation @ CVPR 2020; https://codalab.lisn.upsaclay.fr/competitions/6812; 6812; 10131
GREW Competition; https://codalab.lisn.upsaclay.fr/competitions/3409; 3409; 5306,5305,5304
HANDS19 Challenge: Task 1 - Depth-Based 3D Hand Pose Estimation; https://codalab.lisn.upsaclay.fr/competitions/7109; 7109; 10790
SportsMOT: A Large Multi-Object Tracking Dataset in Multiple Sports Scenes; https://codalab.lisn.upsaclay.fr/competitions/12424; 12424; 19861
SVC-onGoing (based on ICDAR 2021 Competition on On-Line Signature Verification); https://codalab.lisn.upsaclay.fr/competitions/9189; 9189; 15053,15054
Mobile Behavioral Biometrics Competition - Ongoing; https://codalab.lisn.upsaclay.fr/competitions/3564; 3564; 13706,5539
COCO Detection Challenge (Bounding Box); https://codalab.lisn.upsaclay.fr/competitions/7384; 7384; 11991,11992
COCO Detection Challenge (Segmentation Mask); https://codalab.lisn.upsaclay.fr/competitions/7383; 7383; 11989,11990
M2MeT Challenge 2022:Task1(Speaker Diarization)-Sub-trackII(Open Training Condition); https://codalab.lisn.upsaclay.fr/competitions/840; 840; 1220
M2MeT Challenge 2022:Task2(Multi-Speaker ASR)-Sub-trackI(Fixed Training Condition); https://codalab.lisn.upsaclay.fr/competitions/837; 837; 1217
M2MeT Challenge 2022:Task1(Speaker Diarization)-Sub-trackI(Fixed Training Condition); https://codalab.lisn.upsaclay.fr/competitions/839; 839; 1219
WebFace260M Benchmark; https://codalab.lisn.upsaclay.fr/competitions/859; 859; 1249,1250,1251
M2MeT 2.0 Challenge (Test set); https://codalab.lisn.upsaclay.fr/competitions/14018; 14018; 22454
ICPR VideoPipe Challenge - Track on Temporal Defect Localization; https://codalab.lisn.upsaclay.fr/competitions/2284; 2284; 3522
MSLS Place recognition challenge; https://codalab.lisn.upsaclay.fr/competitions/865; 865; 1255
SensatUrban Semantic Segmentation; https://codalab.lisn.upsaclay.fr/competitions/7113; 7113; 10795
The 2017 Hands in the Million Challenge on 3D Hand Pose Estimation; https://codalab.lisn.upsaclay.fr/competitions/7107; 7107; 10787,10786,10788
ICPR VideoPipe Challenge - Track on Video Defect Classification; https://codalab.lisn.upsaclay.fr/competitions/2232; 2232; 3442
NTU CE/CZ-7454 Project 1: PSG Classification; https://codalab.lisn.upsaclay.fr/competitions/7153; 7153; 10887
DisTEMIST - DISease TExt Mining Shared Task; https://codalab.lisn.upsaclay.fr/competitions/7162; 7162; 10917,10918
Ongoing of 4th Face Anti-spoofing Workshop and Challenge@CVPR2023, Wild Track; https://codalab.lisn.upsaclay.fr/competitions/12933; 12933; 20749,20747
MOSE: Complex Video Object Segmentation Dataset; https://codalab.lisn.upsaclay.fr/competitions/10703; 10703; 17349,17350
HybridQA Competition; https://codalab.lisn.upsaclay.fr/competitions/7979; 7979; 13030
TweetQA Competition; https://codalab.lisn.upsaclay.fr/competitions/8268; 8268; 13428
OTT-QA Competition; https://codalab.lisn.upsaclay.fr/competitions/7967; 7967; 13029
FinQA Competition - Private Test Set; https://codalab.lisn.upsaclay.fr/competitions/4138; 4138; 6421
ConvFinQA Competition; https://codalab.lisn.upsaclay.fr/competitions/8582; 8582; 13886
FinQA Competition - Public Test Set; https://codalab.lisn.upsaclay.fr/competitions/1846; 1846; 2858
ICIP 2023 Point Cloud Visual Quality Assesment ( Track 4 - No Ref. high quality range); https://codalab.lisn.upsaclay.fr/competitions/10963; 10963; 17799,17800
MIND News Recommendation Competition; https://codalab.lisn.upsaclay.fr/competitions/420; 420; 562,563
WASSA 2022 Shared Task; https://codalab.lisn.upsaclay.fr/competitions/834; 834; 1208,1209,1210
IberLEF 2023 Task - HOPE. Multilingual Hope Speech detection; https://codalab.lisn.upsaclay.fr/competitions/10215; 10215; 16451,16452,16453,16454,16455,16456
2021 IEEE GRSS Data Fusion Contest Track MSD; https://codalab.lisn.upsaclay.fr/competitions/7908; 7908; 12931,12932,12933
EVALITA 2023 Task - PoliticIT. Political ideology detection in Italian texts; https://codalab.lisn.upsaclay.fr/competitions/8507; 8507; 13763,13764,13765
DanceTrack - Tracking Multiple Objects in Uniform Appearance and Diverse Motion; https://codalab.lisn.upsaclay.fr/competitions/5830; 5830; 8804
Multi Perspective Scientific Document Summarization; https://codalab.lisn.upsaclay.fr/competitions/5676; 5676; 8601
SMM4H 2022 - Task 3. Classification of changes in medication treatments in tweets and WebMD reviews; https://codalab.lisn.upsaclay.fr/competitions/2138; 2138; 3277,3278,3279,3280,3281,3282
SemEval 2023 Task 7- Multi-evidence Natural Language Inference for Clinical Trial Data; https://codalab.lisn.upsaclay.fr/competitions/8937; 8937; 14755,14756,14757,14758,14759,14760
VG8K-LT Dataset Evaluation (Long Tail Visual Relationship Recognition); https://codalab.lisn.upsaclay.fr/competitions/10822; 10822; 17572
HO3D (version 3); https://codalab.lisn.upsaclay.fr/competitions/4393; 4393; 6886
Meta-learning from Learning Curves; https://codalab.lisn.upsaclay.fr/competitions/753; 753; 1097,1098
SemanticKITTI: Semantic Segmentation; https://codalab.lisn.upsaclay.fr/competitions/6280; 6280; 9324,9325
QVHighlights Evaluation; https://codalab.lisn.upsaclay.fr/competitions/6937; 6937; 10417
KQA Pro Competition; https://codalab.lisn.upsaclay.fr/competitions/4315; 4315; 6797
Drugprot post-workshop; https://codalab.lisn.upsaclay.fr/competitions/8293; 8293; 13470
Quality Estimation Shared Task 2022 (WMT'22) - Sentence-level "Direct Assessment"; https://codalab.lisn.upsaclay.fr/competitions/6841; 6841; 10216,10217,10218,10219,10220,10221,10222
ETH-XGaze Competition; https://codalab.lisn.upsaclay.fr/competitions/7423; 7423; 12078,12079,12080,12086
VALUE Leaderboard Evaluation; https://codalab.lisn.upsaclay.fr/competitions/6972; 6972; 10441
H2O3D; https://codalab.lisn.upsaclay.fr/competitions/4897; 4897; 7446
