submission_pk,User,b'Average',b'TVR',b'How2R',b'YC2R',b'VATEX-EN-R',b'Average',b'TVQA',b'How2QA',b'VIOLIN',b'VLEP',b'Average',b'TVC',b'YC2C',b'VATEX-EN-C',b'Average'
208547,tobiaslee,58.46 (1),12.60 (1),2.95 (1),47.20 (1),39.21 (1),25.49 (1),76.06 (1),73.92 (1),66.14 (1),67.65 (1),70.94 (1),46.38 (2),154.49 (1),56.45 (1),85.77 (1),
170092,tvqa,55.22 (2),12.60 (1),2.95 (1),47.20 (1),39.21 (1),25.49 (1),74.36 (2),71.82 (2),66.14 (1),67.65 (1),69.99 (2),48.97 (1),120.11 (2),56.45 (1),75.18 (2),
