submission_pk,User,b'mAP weighted',b'mAP',b'Jan',b'Mar',b'Apr',b'May',b'Jun',b'Jul',b'Aug',b'Sep'
140284,GroundTruth,0.277557 (1),0.2809 (1),0.3668 (1),0.3192 (1),0.3040 (1),0.2542 (1),0.2748 (1),0.2352 (1),0.2915 (1),0.2014 (1),
139772,BDD,0.239792 (2),0.2415 (2),0.3190 (2),0.2864 (2),0.2752 (2),0.2285 (2),0.2393 (2),0.2158 (2),0.2604 (2),0.1073 (3),
125274,supersugar,0.198698 (3),0.2008 (3),0.2487 (4),0.2220 (4),0.2399 (3),0.1846 (3),0.2009 (3),0.1689 (3),0.2070 (3),0.1340 (2),
105637,juliojj,0.155792 (4),0.1624 (4),0.2958 (3),0.2415 (3),0.1927 (4),0.1157 (4),0.1080 (4),0.1125 (4),0.1593 (4),0.0736 (4),
140544,PingPingPangPangBangBangBang,0.090919 (5),0.0916 (5),0.1409 (5),0.1188 (5),0.1044 (5),0.0911 (5),0.0993 (5),0.0689 (5),0.1098 (5),0.0000 (5),
140770,heboyong,0.000000 (6),0.0000 (6),0.0000 (6),0.0000 (6),0.0000 (6),0.0000 (6),0.0000 (6),0.0000 (6),0.0000 (6),0.0000 (5),
