submission_pk,User,b'score'
187339,peratham.bkk,0.8078 (1),
188538,nehak,0.8049 (2),
187718,fine_sunny_day,0.8011 (3),
190601,arc-nlp,0.8008 (4),
187127,lizhuoqun2021_iscas,0.8001 (5),
189887,diiogofernands,0.7817 (6),
189079,manansuri,0.5671 (7),
