submission_pk,User,b'correct'
433109,Gurusha,100.00 (1),
436144,Mudit_2000,64.45 (2),
435805,UTKRANTI,54.19 (3),
436059,Hyperplexity,49.50 (4),
436148,Transformers,41.43 (5),
436518,WTM,39.18 (6),
436754,Jasjot784,30.98 (7),
