submission_pk,User,b'Total',b'Lemmatization',b'POS',b'Features',b'UAS',b'LAS',b'SemSlot',b'SemClass',b'Duration'
441546,houcha,0.9532 (1),0.9753 (1),0.9889 (1),0.9686 (1),0.9358 (1),0.8993 (1),0.9503 (1),0.9543 (1),0.00 (1),
421539,postoevie,0.9016 (2),0.9415 (2),0.9791 (2),0.9452 (2),0.8621 (2),0.8108 (2),0.8694 (2),0.9031 (2),0.00 (1),
