submission_pk,User,b'Accuracy'
447903,JALin,0.9380 (1),
489272,wmucha,0.9256 (2),
199260,sqiangcao,0.9256 (2),
316674,Necca,0.9132 (3),
191264,frcw,0.8636 (4),
406939,szzccc,0.5455 (5),
