submission_pk,User,b'f1_mean',b'f1_case',b'f1_diso',b'f1_iscb',b'f1_rpkg',b'f1_scip',b'f1_secret'
493657,yii,0.402 (1),0.420 (1),0.396 (1),0.424 (1),0.413 (1),0.357 (1),- (-),
471682,pakapro,0.161 (2),0.143 (2),0.160 (2),0.162 (2),0.180 (2),0.158 (2),- (-),
