submission_pk,User,b'score'
178166,fine_sunny_day,0.8878 (1),
184244,lizhuoqun2021_iscas,0.8861 (2),
189538,arc-nlp,0.8720 (3),
183757,peratham.bkk,0.8710 (4),
192194,nehak,0.8369 (5),
