submission_pk,User,b'correct'
63951,Shiroe,58.671 (1),
64725,jayeshbankoti,56.005 (2),
62931,c1pher,55.240 (3),
63587,zhouziming,54.707 (4),
64680,smontariol,48.483 (5),
61338,zjl123001,46.177 (6),
62774,amanpriyanshu,31.943 (7),
62941,fharookshaik,23.855 (8),
64358,rabindra.nath,23.717 (9),
