submission_pk,User,b'mAP'
167273,namho96,67.764000 (1),
166813,CBT,67.201000 (2),
165138,soony,64.954000 (3),
167238,sthoduka,61.213000 (4),
116807,peisen,52.418000 (5),
164432,qxh,33.921000 (6),
