submission_pk,User,b'score'
188411,arc-nlp,0.8406 (1),
187730,fine_sunny_day,0.8291 (2),
188455,lizhuoqun2021_iscas,0.8289 (3),
189822,diiogofernands,0.8243 (4),
184326,peratham.bkk,0.7857 (5),
188545,nehak,0.7475 (6),
189862,manansuri,0.6702 (7),
