submission_pk,User,b'score'
491173,USTC-qw,0.6846 (1),
486996,baoyy2,0.6094 (2),
490336,suda_iai,0.6087 (3),
491290,AIPL-BME-SEU,0.5796 (4),
486899,Yetzzz,0.5646 (5),
490657,AI4AI,0.4728 (6),
486819,zeroqiaoba,-0.8576 (7),
