submission_pk,User,b'score'
194035,agrizzli,69.8656 (1),
189940,arc-nlp,67.9974 (2),
183850,lapardnemihk9989,64.8330 (3),
187399,huiling_y,64.4898 (4),
189942,peratham.bkk,37.0979 (5),
