submission_pk,User,b'score'
178756,fine_sunny_day,0.8967 (1),
184242,lizhuoqun2021_iscas,0.8886 (2),
183756,peratham.bkk,0.8683 (3),
184422,arc-nlp,0.8653 (4),
192190,nehak,0.8163 (5),
