submission_pk,User,b'Score @ 0.50 IoU',b'Correct prediction',b'Correct absence',b'Incorrect prediction',b'Incorrect absence',b'Score @ 0.25 IoU',b'Score @ 0.1 IoU'
271027,kdd1974,20.01 (1),17.11 (1),42.90 (1),-22.65 (1),-17.35 (1),35.75 (1),47.71 (1),
270393,hannahbull,20.01 (1),17.11 (1),42.90 (1),-22.65 (1),-17.35 (1),35.75 (1),47.71 (1),
