submission_pk,User,b'PSNR',b'SSIM',b'Runtime per image [s]',b'CPU [1]/ GPU [0]',b'Extra Data [1] / No Extra Data [0]'
72429,mengmengbai,23.41 (3),0.78 (4),11.23 (1),1.00 (1),0.00 (1),
71292,min01,22.79 (5),0.78 (3),10.00 (2),0.00 (2),0.00 (1),
70129,hsslab,24.17 (1),0.80 (2),11.23 (1),1.00 (1),0.00 (1),
69532,ChangEn,24.11 (2),0.80 (1),11.23 (1),1.00 (1),0.00 (1),
68803,mibing,22.92 (4),0.77 (6),0.20 (3),0.00 (2),0.00 (1),
68582,valhongli,16.99 (8),0.54 (8),0.05 (4),0.00 (2),0.00 (1),
72133,jiayin,21.94 (6),0.78 (5),-1.00 (5),-1.00 (3),-1.00 (2),
66134,ritwikdas54,21.52 (7),0.75 (7),-1.00 (5),-1.00 (3),-1.00 (2),
