submission_pk,User,b'precision',b'recall',b'f1-score'
492334,vahbuna,0.500 (1),0.341 (1),0.406 (1),
submission_pk,User,b'precision',b'recall',b'f1-score'
492334,vahbuna,0.500 (1),0.489 (1),0.495 (1),
submission_pk,User,b'C0027497:\xe6\x82\xaa\xe5\xbf\x83',b'C0011991:\xe4\xb8\x8b\xe7\x97\xa2',b'C0015672:\xe5\x80\xa6\xe6\x80\xa0\xe6\x84\x9f',b'C0042963:\xe5\x98\x94\xe5\x90\x90',b'C0003123:\xe9\xa3\x9f\xe6\xac\xb2\xe4\xb8\x8d\xe6\x8c\xaf',b'C0018681:\xe9\xa0\xad\xe7\x97\x9b'
492334,vahbuna,0.000 (1),0.000 (1),0.000 (1),0.000 (1),0.000 (1),0.000 (1),
submission_pk,User,b'C0015967:\xe7\x99\xba\xe7\x86\xb1',b'C0206062:\xe9\x96\x93\xe8\xb3\xaa\xe6\x80\xa7\xe8\x82\xba\xe7\x96\xbe\xe6\x82\xa3',b'C0023895:\xe8\x82\x9d\xe9\x9a\x9c\xe5\xae\xb3',b'C0012833:\xe6\xb5\xae\xe5\x8b\x95\xe6\x80\xa7\xe3\x82\x81\xe3\x81\xbe\xe3\x81\x84',b'C0030193:\xe7\x96\xbc\xe7\x97\x9b',b'C0002170:\xe8\x84\xb1\xe6\xaf\x9b\xe7\x97\x87'
492334,vahbuna,0.000 (1),0.000 (1),0.000 (1),0.000 (1),0.000 (1),0.000 (1),
submission_pk,User,b'C0004096:\xe9\x8e\xae\xe7\x97\x9b\xe5\x89\xa4\xe5\x96\x98\xe6\x81\xaf\xe7\x97\x87\xe5\x80\x99\xe7\xbe\xa4',b'C0022658:\xe8\x85\x8e\xe9\x9a\x9c\xe5\xae\xb3',b'C0020517:\xe9\x81\x8e\xe6\x95\x8f\xe7\x97\x87',b'C0917801:\xe4\xb8\x8d\xe7\x9c\xa0\xe7\x97\x87',b'C0009806:\xe4\xbe\xbf\xe7\xa7\x98'
492334,vahbuna,0.000 (1),0.000 (1),0.000 (1),0.000 (1),0.000 (1),
submission_pk,User,b'C0005956:\xe9\xaa\xa8\xe9\xab\x84\xe6\xa9\x9f\xe8\x83\xbd\xe4\xb8\x8d\xe5\x85\xa8',b'C0000737:\xe8\x85\xb9\xe7\x97\x9b',b'C0010692:\xe5\x87\xba\xe8\xa1\x80\xe6\x80\xa7\xe8\x86\x80\xe8\x83\xb1\xe7\x82\x8e',b'C0015230:\xe7\x99\xba\xe7\x96\xb9',b'C0149745:\xe5\x8f\xa3\xe5\x86\x85\xe7\x82\x8e'
492334,vahbuna,0.000 (1),0.000 (1),0.000 (1),0.000 (1),0.000 (1),
submission_pk,User,b'exact accuracy'
492334,vahbuna,0.682 (1),
