submission_pk,User,b'correct'
274255,Sanjana_D,30.0 (1),
259077,abdul_majid,30.0 (1),
259068,elementalML,21.0 (2),
279166,shai,9.0 (3),
261076,Anusha_ccc,9.0 (3),
260231,ShashiK,9.0 (3),
275894,alsaco,0.0 (4),
