submission_pk,User,b'<Rank>',b'Recall',b'Precision',b'F1',b'Accuracy',b'MCC'
177316,PaulTrust,1.0000 (2),0.8764 (1),0.8478 (1),0.8619 (1),0.8452 (1),0.6864 (1),
173236,tanfiona,2.0000 (1),0.8652 (2),0.8063 (2),0.8347 (2),0.8111 (2),0.6172 (2),
