submission_pk,User,b'Average chrF',b'Bribri to Spanish chrF',b'Guarani to Spanish chrF',b'Kotiria to Portuguese chrF',"b""Wa'ikhana to Portuguese chrF""",b'Quechua to Spanish chrF'
No data available
