submission_pk,User,b'f1_mean',b'f1_case',b'f1_diso',b'f1_iscb',b'f1_rpkg',b'f1_scip',b'f1_secret'
494193,yii,0.813 (1),0.804 (1),0.835 (1),0.803 (1),0.803 (1),0.820 (1),- (-),
493390,Yuning_Ding_1,0.732 (2),0.722 (2),0.760 (2),0.725 (2),0.711 (2),0.745 (2),- (-),
