submission_pk,User,b'score'
184801,lizhuoqun2021_iscas,0.8249 (1),
187686,fine_sunny_day,0.8222 (2),
188638,diiogofernands,0.8077 (3),
190654,arc-nlp,0.8074 (4),
187954,manansuri,0.8062 (5),
187335,peratham.bkk,0.7850 (6),
190095,nehak,0.7652 (7),
