submission_pk,User,b'score'
185847,agrizzli,74.5665 (1),
190602,arc-nlp,73.8409 (2),
187950,huiling_y,71.7211 (3),
183849,lapardnemihk9989,70.9824 (4),
186295,peratham.bkk,12.5255 (5),
