submission_pk,User,b'mAP'
144239,Robert,0.6243 (1),
147772,lyl,0.6201 (2),
147703,ggff,0.5649 (3),
140330,ilgiogio,0.5634 (4),
155749,ru_willow,0.5169 (5),
156045,SoleMiao,0.5065 (6),
148151,sghsgh,0.4959 (7),
153752,Rich_Li,0.4943 (8),
155115,zhangzh7200,0.0000 (9),
