submission_pk,User,b'score'
145883,manuelciosici,0.4848 (1),
136969,hensantos,0.3756 (2),
136965,keshen,0.3396 (3),
150997,jasontangzs0,0.2609 (4),
139467,AliceM,0.2449 (5),
