submission_pk,User,b'score'
190640,arc-nlp,77.8386 (1),
197834,agrizzli,76.6050 (2),
187398,huiling_y,74.7621 (3),
183943,lapardnemihk9989,72.1805 (4),
187263,peratham.bkk,46.8823 (5),
