submission_pk,User,b'score'
184241,lizhuoqun2021_iscas,0.8593 (1),
178039,fine_sunny_day,0.8575 (2),
189536,arc-nlp,0.8377 (3),
190829,peratham.bkk,0.8112 (4),
192118,nehak,0.7794 (5),
