submission_pk,User,b'rel_all_per_class',b'sbj_obj_all_per_class',b'trip_sro_scores_all',b'trip_or_scores_all',b'trip_sr_scores_all',b'trip_so_scores_all'
465141,gavin.wang,25.27 (1),40.36 (1),15.71 (1),10.04 (1),10.74 (1),16.12 (1),
458106,WANG_CHY,20.82 (2),22.00 (2),13.94 (2),7.88 (2),8.08 (2),12.70 (2),
