submission_pk,User,Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Anaphora Resolution (CoNLL),Bridging (Entity F1),Bridging (Entity F1),Bridging (Entity F1),Bridging (Entity F1),Bridging (Entity F1),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL),Discourse Deixis (CoNLL)
,b'LIGHT',b'AMI',b'Persuasion',b'Swbd',b'ARRAU',b'LIGHT',b'AMI',b'Persuasion',b'Swbd',b'ARRAU',b'LIGHT',b'AMI',b'Persuasion',b'Swbd',b'ARRAU'
No data available
