submission_pk,User,b'score'
215925,shshen,-0.00 (1),
222263,skt,-0.00 (2),
225994,causality,-0.00 (3),
215360,goforit,-0.00 (4),
209200,letitbe,-0.00 (5),
215571,intery,-0.00 (6),
208443,random20220920,-0.00 (7),
190734,zrliu,-0.00 (8),
200720,rschmucker,-0.00 (9),
