submission_pk,User,b'f1_micro',b'p_micro',b'r_micro',b'f1_ACTIVATOR',b'p_ACTIVATOR',b'r_ACTIVATOR',b'f1_AGONIST-ACTIVATOR',b'p_AGONIST-ACTIVATOR',b'r_AGONIST-ACTIVATOR',b'f1_AGONIST-INHIBITOR',b'p_AGONIST-INHIBITOR',b'r_AGONIST-INHIBITOR',b'f1_AGONIST',b'p_AGONIST',b'r_AGONIST',b'f1_ANTAGONIST',b'p_ANTAGONIST',b'r_ANTAGONIST',b'f1_DIRECT-REGULATOR',b'p_DIRECT-REGULATOR',b'r_DIRECT-REGULATOR',b'f1_INDIRECT-DOWNREGULATOR',b'p_INDIRECT-DOWNREGULATOR',b'r_INDIRECT-DOWNREGULATOR',b'f1_INDIRECT-UPREGULATOR',b'p_INDIRECT-UPREGULATOR',b'r_INDIRECT-UPREGULATOR',b'f1_INHIBITOR',b'p_INHIBITOR',b'r_INHIBITOR',b'f1_PART-OF',b'p_PART-OF',b'r_PART-OF',b'f1_PRODUCT-OF',b'p_PRODUCT-OF',b'r_PRODUCT-OF',b'f1_SUBSTRATE',b'p_SUBSTRATE',b'r_SUBSTRATE',b'f1_SUBSTRATE_PRODUCT-OF',b'p_SUBSTRATE_PRODUCT-OF',b'r_SUBSTRATE_PRODUCT-OF'
No data available
