submission_pk,User,b'Average Macro F1',b'F1 Gender',b'F1 Profession',b'F1 Ideology Binary',b'F1 Ideology Multiclass'
448352,JoseAGD,0.652679 (1),0.663429 (1),0.602390 (1),0.797701 (1),0.547196 (1),
