submission_pk,User,b'score'
187757,lizhuoqun2021_iscas,0.8587 (1),
184115,peratham.bkk,0.8539 (2),
183859,arc-nlp,0.8173 (3),
178614,colabhero,0.8173 (3),
178765,fine_sunny_day,0.8074 (4),
179274,gauravsingh,0.7941 (5),
