submission_pk,User,b'F1 (Fine-grained)',b'Precision (Fine-grained)',b'Recall (Fine-grained)',b'F1 (Coarse-grained)',b'Precision (Coarse-grained)',b'Recall (Coarse-grained)'
303106,wac,0.868 (1),0.881 (1),0.864 (1),0.895 (2),0.903 (2),0.888 (2),
303357,tangzihang,0.841 (2),0.849 (2),0.845 (2),0.909 (1),0.908 (1),0.912 (1),
312310,bizner,0.792 (3),0.803 (3),0.788 (3),0.888 (3),0.892 (3),0.885 (3),
303759,amirsartipi,0.704 (4),0.716 (4),0.703 (4),0.831 (4),0.839 (4),0.823 (5),
302045,LeoEvenss,0.695 (5),0.712 (5),0.694 (5),0.830 (5),0.829 (5),0.830 (4),
303379,sbiales,0.584 (6),0.604 (6),0.583 (6),0.684 (6),0.686 (6),0.684 (6),
311852,ce.goga,0.425 (7),0.372 (8),0.519 (7),0.565 (7),0.490 (8),0.682 (7),
447581,FII_Better,0.222 (8),0.381 (7),0.167 (8),0.315 (8),0.537 (7),0.240 (8),
