submission_pk,User,b'Total',b'Lemmatization',b'POS',b'Features',b'UAS',b'LAS',b'SemSlot',b'SemClass',b'Duration'
317323,houcha,0.9217 (1),0.9610 (1),0.9819 (1),0.9532 (1),0.9003 (1),0.8559 (1),0.8780 (1),0.9217 (1),0.00 (1),
315904,moshemm,0.1238 (2),0.0000 (2),0.0000 (2),0.3292 (2),0.0001 (2),0.0000 (2),0.3477 (2),0.1895 (2),0.00 (1),
