submission_pk,User,b'Global Mean',b'J-Mean',b'J-Recall',b'J-Decay',b'F-Mean',b'F-Recall',b'F-Decay'
352330,berry_,0.621 (1),0.573 (1),0.657 (1),0.098 (1),0.668 (1),0.704 (2),0.122 (1),
238639,yyyjjj,0.602 (2),0.552 (2),0.624 (2),-0.015 (2),0.652 (2),0.707 (1),-0.005 (2),
