submission_pk,User,b'correct'
491558,qicq1c,0.6137 (1),
391479,WeiHuang,0.4917 (2),
391237,melony,0.3086 (3),
449893,zouyuda,0.2749 (4),
390705,Cordyceps,0.1291 (5),
391909,hy2225,0.0470 (6),
390467,michaelibrahim,0.0000 (7),
384919,Nishika,0.0000 (7),
361942,fred-haha,0.0000 (7),
