submission_pk,User,b'score'
178758,fine_sunny_day,0.8245 (1),
188156,lizhuoqun2021_iscas,0.8119 (2),
177923,gauravsingh,0.7386 (3),
184701,peratham.bkk,0.7348 (4),
178986,colabhero,0.7327 (5),
182851,arc-nlp,0.7242 (6),
