submission_pk,User,b'score'
190618,arc-nlp,0.8339 (1),
187137,lizhuoqun2021_iscas,0.8306 (2),
187547,fine_sunny_day,0.8099 (3),
189886,diiogofernands,0.7763 (4),
187342,peratham.bkk,0.7716 (5),
187872,nehak,0.7590 (6),
189248,manansuri,0.7545 (7),
