submission_pk,User,b'GEOMETRIC_MEAN',b'R1',b'R10',b'R5'
474133,renshuhuai,40.55 (1),25.46 (1),56.00 (2),46.77 (2),
473949,shuhuairen,40.44 (2),24.54 (2),56.83 (1),47.42 (1),
