submission_pk,User,b'avg',b'5-1-0.15',b'5-5-0.15',b'5-1-0.5',b'5-5-0.5'
448691,luzerwiki,0.88 (1),0.89 (1),0.91 (1),0.85 (1),0.86 (1),
449363,Echo_zy,0.82 (2),0.76 (2),0.85 (2),0.81 (2),0.85 (2),
