submission_pk,User,b'Score'
176150,OverWhelmingFIt,0.69 (1),
174747,JosonChan,0.68 (2),
175040,sota-wxh,0.63 (3),
165107,Tamakoko,0.26 (4),
164918,Jeremy,0.26 (4),
