submission_pk,User,b'All-Masked (MFR)',b'Wild-Masked (MFR)',b'Controlled-Masked (MFR)',b'All (SFR)',b'Wild (SFR)',b'Controlled (SFR)',b'Detection Time',b'Recognition Time',b'Total Time'
No data available
