submission_pk,User,b'Overall score',b'Score Dataset 1',b'Score Dataset 2',b'Score Dataset 3',b'Score Dataset 4',b'Score Dataset 5',b'Score Dataset 6',b'Score Dataset 7',b'Score Dataset 8',b'Score Dataset 9',b'Score Dataset 10',b'Duration'
No data available
