submission_pk,User,b'score'
216439,causality,0.00 (1),
216448,shshen,0.00 (2),
215941,vrerain,0.00 (3),
208392,nashokkumar,0.00 (4),
216927,jake,0.00 (5),
215928,skt,0.00 (6),
216373,dummyducky,0.00 (7),
216887,jwlee,0.00 (8),
