submission_pk,User,b'rouge1_f',b'rouge1_r',b'rouge2_f',b'rouge2_r',b'rougeL_f',b'rougeL_r'
155945,Chen_nf,50.68 (1),49.32 (1),15.89 (1),15.48 (1),20.70 (1),20.16 (1),
153493,iskander.akhmetov,45.42 (2),45.04 (2),11.41 (2),11.31 (2),16.16 (2),15.98 (2),
