submission_pk,User,b'AP',b'AP IoU=.50',b'AP IoU=.75',b'AP large',b'AP medium',b'AP small',b'AR large',b'AR max=1',b'AR max=10',b'AR max=100',b'AR medium',b'AR small'
No data available
