submission_pk,User,b'Score'
321916,jkolen,980.6880 (1),
340259,AbeyG,927.5870 (2),
324170,norman-codes,0.2490 (3),
308119,doug-l,0.2490 (3),
343211,NickArust,0.0000 (4),
338924,asardouk,0.0000 (4),
