submission_pk,User,b'score'
490875,mangojuice,0.8842 (1),
489499,chenhaifeng,0.8712 (2),
488775,Wearing_Instruments_Lab,0.8578 (3),
490740,AI4AI,0.8569 (4),
486886,Yetzzz,0.8506 (5),
486928,Trailblazers,0.8381 (6),
486829,zeroqiaoba,0.0661 (7),
