submission_pk,User,Full Region,Full Region,Masked,Masked,Rank
,b'PSNR',b'SSIM',b'PSNR*',b'SSIM',b'using PSNR*'
488533,thomast,0.84 (1),0.84 (1),1.00 (22),,,,,,
489695,richard.o.shaw,0.76 (3),0.81 (12),2.00 (21),,,,,,
489539,xzy212,0.70 (9),0.83 (2),3.00 (20),,,,,,
489496,jerry_zhu,0.68 (11),0.83 (3),4.00 (19),,,,,,
489733,codefish,0.70 (8),0.81 (8),5.00 (18),,,,,,
444452,youngkyoonjang,0.71 (4),0.83 (4),6.00 (17),,,,,,
489544,binhnk,0.67 (12),0.81 (10),7.00 (16),,,,,,
476715,aarush98,0.71 (5),0.82 (5),8.00 (15),,,,,,
477184,JingYang,0.70 (6),0.81 (6),9.00 (14),,,,,,
489068,andreead,0.80 (2),0.81 (9),10.00 (13),,,,,,
485780,Jinto,0.70 (7),0.81 (7),11.00 (12),,,,,,
489654,bobrolab,0.69 (10),0.81 (11),12.00 (11),,,,,,
488175,Shower,0.62 (13),0.78 (13),13.00 (10),,,,,,
489667,xoft,0.29 (14),0.25 (14),14.00 (9),,,,,,
486411,octomore,0.18 (17),0.07 (17),15.00 (8),,,,,,
487825,js.kang,0.18 (16),0.07 (16),16.00 (7),,,,,,
481444,Zhipy,0.18 (15),0.07 (15),17.00 (6),,,,,,
486252,Chih-Hai_Su,0.17 (19),0.05 (18),18.00 (5),,,,,,
487485,hyeseongkim,0.17 (18),0.05 (19),19.00 (4),,,,,,
489728,lukechoi76,0.16 (22),0.04 (21),20.00 (3),,,,,,
489136,rkumar38,0.16 (21),0.05 (20),21.00 (2),,,,,,
489161,jinho381,0.16 (20),0.04 (22),22.00 (1),,,,,,
submission_pk,User,Full Region,Full Region,Masked,Masked
,b'PSNR',b'SSIM',b'PSNR',b'SSIM'
488533,thomast,0.85 (1),0.85 (1),,,,,
489068,andreead,0.82 (2),0.83 (13),,,,,
489695,richard.o.shaw,0.77 (3),0.82 (17),,,,,
487825,js.kang,0.63 (17),0.82 (16),,,,,
444452,youngkyoonjang,0.74 (5),0.84 (2),,,,,
485780,Jinto,0.75 (4),0.83 (8),,,,,
489733,codefish,0.73 (7),0.83 (9),,,,,
477184,JingYang,0.72 (8),0.83 (10),,,,,
476715,aarush98,0.73 (6),0.84 (5),,,,,
489539,xzy212,0.69 (13),0.84 (3),,,,,
489496,jerry_zhu,0.65 (15),0.84 (4),,,,,
489544,binhnk,0.70 (12),0.83 (7),,,,,
487485,hyeseongkim,0.72 (9),0.82 (15),,,,,
489667,xoft,0.63 (16),0.83 (12),,,,,
489654,bobrolab,0.71 (11),0.82 (14),,,,,
486411,octomore,0.61 (18),0.81 (18),,,,,
481444,Zhipy,0.72 (10),0.83 (11),,,,,
486252,Chih-Hai_Su,0.69 (14),0.83 (6),,,,,
488175,Shower,0.61 (19),0.81 (19),,,,,
489728,lukechoi76,0.54 (22),0.67 (21),,,,,
489136,rkumar38,0.57 (21),0.70 (20),,,,,
489161,jinho381,0.60 (20),0.65 (22),,,,,
