submission_pk,User,b'score'
188168,lizhuoqun2021_iscas,0.7496 (1),
187709,fine_sunny_day,0.7384 (2),
188550,diiogofernands,0.7319 (3),
186917,nehak,0.6955 (4),
189915,arc-nlp,0.6944 (5),
184324,peratham.bkk,0.6925 (6),
189258,manansuri,0.6445 (7),
