submission_pk,User,b'PSNR',b'SSIM',b'Runtime per image [s]',b'CPU [1]/ GPU [0]',b'Extra Data [1] / No Extra Data [0]'
78762,min01,22.93 (6),0.78 (6),10.00 (2),0.00 (2),0.00 (1),
78587,hsslab,24.03 (1),0.79 (2),11.23 (1),1.00 (1),0.00 (1),
78286,NUS_CV,21.86 (8),0.71 (8),10.00 (2),1.00 (1),0.00 (1),
77715,xinying,23.14 (4),0.79 (3),0.10 (4),0.00 (2),0.00 (1),
76480,valhongli,11.87 (9),0.47 (9),0.02 (5),0.00 (2),0.00 (1),
76322,mibing,22.96 (5),0.78 (7),0.20 (3),0.00 (2),0.00 (1),
63578,ChangEn,23.71 (2),0.80 (1),11.23 (1),1.00 (1),0.00 (1),
78861,sanchit,23.53 (3),0.78 (5),-1.00 (6),-1.00 (3),-1.00 (2),
78808,jiayin,22.89 (7),0.78 (4),-1.00 (6),-1.00 (3),-1.00 (2),
