submission_pk,User,b'score'
184738,lizhuoqun2021_iscas,0.8512 (1),
178674,fine_sunny_day,0.8500 (2),
179498,colabhero,0.8234 (3),
184699,peratham.bkk,0.8230 (4),
179273,gauravsingh,0.8228 (5),
182849,arc-nlp,0.8135 (6),
