submission_pk,User,b'Average chrF',b'Bribri to Spanish chrF',b'Guarani to Spanish chrF',b'Kotiria to Portuguese chrF',"b""Wa'ikhana to Portuguese chrF""",b'Quechua to Spanish chrF'
213097,peter,42.3134 (1),59.3750 (1),20.7095 (1),32.1780 (1),56.4507 (1),42.8541 (1),
