submission_pk,User,b'score'
491685,USTC-qw,0.6303 (1),
487374,baoyy2,0.6231 (2),
486949,Trailblazers,0.4669 (3),
490685,AI4AI,0.4338 (4),
486911,Yetzzz,0.4199 (5),
488065,AIPL-BME-SEU,-0.3849 (6),
