submission_pk,User,b'Average CER',b'Bribri CER',b'Guarani CER',b'Kotiria CER',"b""Wa'ikhana CER""",b'Quechua CER'
202973,monirome,0.2685 (1),0.3470 (1),0.1559 (1),0.3659 (1),0.3523 (1),0.1214 (1),
