submission_pk,User,b'Average chrF',b'Bribri to Spanish chrF',b'Guarani to Spanish chrF',b'Kotiria to Portuguese chrF',"b""Wa'ikhana to Portuguese chrF""",b'Quechua to Spanish chrF'
211806,dn.hernandez,36.0699 (1),71.4286 (1),17.0496 (2),29.3223 (1),22.2543 (2),40.2947 (1),
199012,pywixarika,28.9195 (2),38.4615 (2),20.1839 (1),28.8543 (2),28.5488 (1),28.5491 (2),
