submission_pk,User,b'score'
187747,fine_sunny_day,0.7971 (1),
187611,lizhuoqun2021_iscas,0.7867 (2),
190613,arc-nlp,0.7799 (3),
189884,diiogofernands,0.7765 (4),
187341,peratham.bkk,0.7572 (5),
190089,nehak,0.7377 (6),
189861,manansuri,0.6555 (7),
