submission_pk,User,b'F1',b'P',b'R'
158326,sv-ident-2022,0.6609 (1),0.6966 (1),0.6929 (1),
162923,aliHo,0.6016 (2),0.6378 (2),0.6191 (2),
160443,winchy,0.3476 (3),0.5835 (3),0.5395 (3),
submission_pk,User,b'MAP@10',b'R-Precision'
162923,aliHo,- (-),,
160443,winchy,- (-),,
158326,sv-ident-2022,- (-),,
