submission_pk,User,b'True positive rate',b'Out-of-distribution AUC-PR',b'< Rank >'
189074,soony,0.35776 (1),0.18566 (2),1.80000 (1),
191850,Mukil,0.09052 (2),0.26334 (1),1.20000 (2),
