submission_pk,User,b'Average Macro F1',b'Precision HS',b'Recall HS',b'F1 HS',b'Precision NHS',b'Recall NHS',b'F1 NHS'
400826,JL_DomOlmedo,0.7715 (1),0.8977 (1),0.5267 (1),0.6639 (1),0.8039 (1),0.9700 (2),0.8792 (1),
400726,NLP_URJC,0.6577 (2),0.8889 (2),0.3200 (2),0.4706 (2),0.7424 (2),0.9800 (1),0.8448 (2),
