submission_pk,User,b'<Rank>',b'Recall',b'Precision',b'F1',b'Accuracy',b'MCC'
480725,timos,- (1),0.7033 (1),0.8675 (1),0.7768 (1),- (-),- (-),
421698,tanfiona,- (1),0.6632 (2),0.5948 (2),0.6271 (2),- (-),- (-),
