submission_pk,User,b'Score'
151892,HanWenR,0.41 (1),
150327,Team_Warwick,0.39 (2),
151730,Codex,0.39 (3),
152064,djcint,0.36 (4),
151900,coder_jk,0.35 (5),
135851,LuKing11,0.35 (5),
89597,lopusz,0.33 (6),
149656,jzsherlock,0.33 (6),
